task_identifier,task_description,golden_steps,app_package,app_name,trajectory_id,original_goal,task_reasonable,task_completed,task_id,difficulty_level,core_functionality,variation_type,prerequisites
260113010613.249850_E2ECE470F50E68FF-006,"In the Tasks app, find the task 'Doctor's Appointment', add a description that says 'Follow up from last visit', and set a reminder for 30 minutes before it's due.",12,org.tasks,Tasks,260113010613.249850_E2ECE470F50E68FF,"Create a new task named ""Doctor's Appointment"", set a due date for next Friday at 10:00 AM, and then add a subtask to it called ""Prepare insurance card"".",TRUE,TRUE,Tasks_6,,"Task editing, adding description, setting reminders",parameter_change,A task named 'Doctor's Appointment' with a due time must exist.
260113010613.249850_E2ECE470F50E68FF-007,"In the Tasks app, mark all tasks that have at least one subtask as complete, and then hide completed tasks from the main view.",14,org.tasks,Tasks,260113010613.249850_E2ECE470F50E68FF,"Create a new task named ""Doctor's Appointment"", set a due date for next Friday at 10:00 AM, and then add a subtask to it called ""Prepare insurance card"".",TRUE,TRUE,Tasks_7,,"Batch completion, view settings",step_progression,The app must have at least two tasks that contain subtasks.
260113013253.833748_7BA9E1366301A969-001,What is the title of the task in the Tasks app that has a subtask and is due at 10:00 AM? Answer with the title only.,8,org.tasks,Tasks,260113013253.833748_7BA9E1366301A969,"Edit the ""Read 'The Martian'"" task to set a due date for next Friday at 8:00 PM and assign it a new tag named ""Leisure"".",TRUE,FALSE,task_1,,information_retrieval,scenario_application,The task list must contain a task with a subtask and a specific due time.
260113013253.833748_7BA9E1366301A969-002,"In the Tasks app, create a new task 'Take out trash' that is due tomorrow at 7:00 PM. Set this task to repeat weekly on the same day and assign it the 'Personal' tag.",16,org.tasks,Tasks,260113013253.833748_7BA9E1366301A969,"Edit the ""Read 'The Martian'"" task to set a due date for next Friday at 8:00 PM and assign it a new tag named ""Leisure"".",TRUE,FALSE,task_2,,task_creation,step_progression,The 'Personal' tag must exist.
260113013253.833748_7BA9E1366301A969-003,"In the Tasks app, find the task 'Doctor's Appointment', mark its subtask as complete, and then change the due time of the main 'Doctor's Appointment' task to 11:00 AM.",14,org.tasks,Tasks,260113013253.833748_7BA9E1366301A969,"Edit the ""Read 'The Martian'"" task to set a due date for next Friday at 8:00 PM and assign it a new tag named ""Leisure"".",TRUE,FALSE,task_3,,task_editing,scenario_application,The 'Doctor's Appointment' task must exist and have at least one subtask.
260113013253.833748_7BA9E1366301A969-004,How many tasks in the Tasks app are due on a Friday? Answer with a single integer.,9,org.tasks,Tasks,260113013253.833748_7BA9E1366301A969,"Edit the ""Read 'The Martian'"" task to set a due date for next Friday at 8:00 PM and assign it a new tag named ""Leisure"".",TRUE,FALSE,task_4,,information_retrieval,parameter_change,At least one task should be due on a Friday.
260113013253.833748_7BA9E1366301A969-005,"In the Tasks app, find all tasks that do not have a due date and set their due date to be this coming Sunday at 5:00 PM.",18,org.tasks,Tasks,260113013253.833748_7BA9E1366301A969,"Edit the ""Read 'The Martian'"" task to set a due date for next Friday at 8:00 PM and assign it a new tag named ""Leisure"".",TRUE,FALSE,task_5,,batch_editing,scenario_application,There must be at least two tasks without a due date visible on the screen.
260113013253.833748_7BA9E1366301A969-006,"In the Tasks app, create a new filter named 'Morning Tasks' that shows only tasks due before 12:00 PM. Then, apply this filter.",22,org.tasks,Tasks,260113013253.833748_7BA9E1366301A969,"Edit the ""Read 'The Martian'"" task to set a due date for next Friday at 8:00 PM and assign it a new tag named ""Leisure"".",TRUE,FALSE,task_6,,filter_management,step_progression,[]
260113013253.833748_7BA9E1366301A969-007,"In the Tasks app, find all tasks due on a Friday and add the 'work' tag to both of them.",20,org.tasks,Tasks,260113013253.833748_7BA9E1366301A969,"Edit the ""Read 'The Martian'"" task to set a due date for next Friday at 8:00 PM and assign it a new tag named ""Leisure"".",TRUE,FALSE,task_7,,batch_editing,scenario_application,"At least two tasks must be due on a Friday, and the 'work' tag must exist."
260113013253.833748_7BA9E1366301A969-008,"In the Tasks app, create a new list named 'Home'. Then, move the 'Prepare insurance card' task from the 'Personal' list to the new 'Home' list.",25,org.tasks,Tasks,260113013253.833748_7BA9E1366301A969,"Edit the ""Read 'The Martian'"" task to set a due date for next Friday at 8:00 PM and assign it a new tag named ""Leisure"".",TRUE,FALSE,task_8,,list_management,step_progression,[]
260113015712.260142_C8BE4248EE08CD32-001,"In the Tasks app, create a new task 'Submit Timesheet' due this Friday at 5:00 PM. Set this task to repeat weekly on Fridays and give it a high priority (yellow circle).",15,org.tasks,Tasks,260113015712.260142_C8BE4248EE08CD32,"Create a new recurring task with a specific due date and a subtask. Start by tapping the red plus button, name the task ""Monthly Report"", set the due date to next Friday at 4:00 PM, and configure it to repeat on the last Friday of every month. Finally, add a subtask titled ""Compile sales data"" before saving.",TRUE,FALSE,task_1,,Task creation with recurrence and priority,scenario_application,The current date must be before the Friday mentioned in the task.
260113015712.260142_C8BE4248EE08CD32-002,"What are the titles of all tasks in the Tasks app that have a due time in the evening (after 6 PM)? Answer with the titles only, formatted as a comma separated list.",8,org.tasks,Tasks,260113015712.260142_C8BE4248EE08CD32,"Create a new recurring task with a specific due date and a subtask. Start by tapping the red plus button, name the task ""Monthly Report"", set the due date to next Friday at 4:00 PM, and configure it to repeat on the last Friday of every month. Finally, add a subtask titled ""Compile sales data"" before saving.",TRUE,FALSE,task_2,,Information retrieval with conditional logic,agent_answer_space_testing,At least one task with a due time after 18:00 must be visible on the screen.
260113015712.260142_C8BE4248EE08CD32-003,"In the Tasks app, for both the 'Doctor's Appointment' and 'Read 'The Martian'' tasks, change their due time to 6:00 PM and set their priority to the highest level (red circle).",22,org.tasks,Tasks,260113015712.260142_C8BE4248EE08CD32,"Create a new recurring task with a specific due date and a subtask. Start by tapping the red plus button, name the task ""Monthly Report"", set the due date to next Friday at 4:00 PM, and configure it to repeat on the last Friday of every month. Finally, add a subtask titled ""Compile sales data"" before saving.",TRUE,FALSE,task_3,,Batch task editing,batch_operation,Tasks titled 'Doctor's Appointment' and 'Read 'The Martian'' must exist.
260113015712.260142_C8BE4248EE08CD32-004,"In the Tasks app, find the 'Doctor's Appointment' task, mark its subtask as complete, and then add a new subtask titled 'Schedule follow-up'.",12,org.tasks,Tasks,260113015712.260142_C8BE4248EE08CD32,"Create a new recurring task with a specific due date and a subtask. Start by tapping the red plus button, name the task ""Monthly Report"", set the due date to next Friday at 4:00 PM, and configure it to repeat on the last Friday of every month. Finally, add a subtask titled ""Compile sales data"" before saving.",TRUE,FALSE,task_4,,Subtask management,step_progression,A task named 'Doctor's Appointment' with at least one subtask must exist.
260113015712.260142_C8BE4248EE08CD32-005,"In the Tasks app, create a new task 'Pay car insurance' due in three days at noon. Set a reminder for 2 hours before it is due.",18,org.tasks,Tasks,260113015712.260142_C8BE4248EE08CD32,"Create a new recurring task with a specific due date and a subtask. Start by tapping the red plus button, name the task ""Monthly Report"", set the due date to next Friday at 4:00 PM, and configure it to repeat on the last Friday of every month. Finally, add a subtask titled ""Compile sales data"" before saving.",TRUE,FALSE,task_5,,Task creation with reminders,scenario_application,Reminders must be enabled in the app or system settings.
260113015712.260142_C8BE4248EE08CD32-006,"In the Tasks app, change the list for the 'Prepare insurance card' task from 'Personal' to 'Default list'.",10,org.tasks,Tasks,260113015712.260142_C8BE4248EE08CD32,"Create a new recurring task with a specific due date and a subtask. Start by tapping the red plus button, name the task ""Monthly Report"", set the due date to next Friday at 4:00 PM, and configure it to repeat on the last Friday of every month. Finally, add a subtask titled ""Compile sales data"" before saving.",TRUE,FALSE,task_6,,Task editing and list management,parameter_change,A task named 'Prepare insurance card' must exist in the 'Personal' list.
260113015712.260142_C8BE4248EE08CD32-007,"In the Tasks app, mark the 'Read 'The Martian'' task as complete, and then hide all completed tasks from the view.",10,org.tasks,Tasks,260113015712.260142_C8BE4248EE08CD32,"Create a new recurring task with a specific due date and a subtask. Start by tapping the red plus button, name the task ""Monthly Report"", set the due date to next Friday at 4:00 PM, and configure it to repeat on the last Friday of every month. Finally, add a subtask titled ""Compile sales data"" before saving.",TRUE,FALSE,task_7,,Task completion and view filtering,multi-step_workflow,A task named 'Read 'The Martian'' must exist and be incomplete.
260113015712.260142_C8BE4248EE08CD32-008,How many tasks in the Tasks app are due on a Friday? Express your answer as a single integer.,8,org.tasks,Tasks,260113015712.260142_C8BE4248EE08CD32,"Create a new recurring task with a specific due date and a subtask. Start by tapping the red plus button, name the task ""Monthly Report"", set the due date to next Friday at 4:00 PM, and configure it to repeat on the last Friday of every month. Finally, add a subtask titled ""Compile sales data"" before saving.",TRUE,FALSE,task_8,,Information retrieval and counting,agent_answer_space_testing,The main task list must be visible.
260113022125.472237_0522880F05D3F911-001,"In the Tasks app, create a new task 'Prepare for Vacation'. Set its start date to next Monday and its due date to next Friday, and also give it a medium priority (blue circle).",18,org.tasks,Tasks,260113022125.472237_0522880F05D3F911,"Modify the ""Monthly Report"" task by changing its recurrence to repeat every 2 months on the last Friday, setting its priority to the highest level (red), and adding the location ""Office"".",TRUE,FALSE,Tasks_SetStartDateAndDueDate,,"Task Creation, Start Date, Due Date, Priority Setting",scenario_application,None
260113022125.472237_0522880F05D3F911-002,"In the Tasks app, how many tasks are set to repeat on a weekly basis? Express your answer as a single integer.",25,org.tasks,Tasks,260113022125.472237_0522880F05D3F911,"Modify the ""Monthly Report"" task by changing its recurrence to repeat every 2 months on the last Friday, setting its priority to the highest level (red), and adding the location ""Office"".",TRUE,FALSE,Tasks_CountWeeklyRepeatingTasks,,"Information Retrieval, Recurrence Settings",agent_answer_space_testing,Assumes there are multiple tasks in the list to inspect.
260113022125.472237_0522880F05D3F911-003,"In the Tasks app, find all tasks that are due on a Friday and do not have the highest priority. For each of these tasks, add the tag 'review'.",28,org.tasks,Tasks,260113022125.472237_0522880F05D3F911,"Modify the ""Monthly Report"" task by changing its recurrence to repeat every 2 months on the last Friday, setting its priority to the highest level (red), and adding the location ""Office"".",TRUE,FALSE,Tasks_BatchTagByPriorityAndDay,,"Batch Modification, Conditional Logic, Tagging",multi_step_workflow,Assumes there are at least two tasks due on a Friday with varying priorities.
260113022125.472237_0522880F05D3F911-004,"In the Tasks app, find the task 'Doctor's Appointment', mark its existing subtask as complete, and then add a new subtask named 'Confirm insurance'.",16,org.tasks,Tasks,260113022125.472237_0522880F05D3F911,"Modify the ""Monthly Report"" task by changing its recurrence to repeat every 2 months on the last Friday, setting its priority to the highest level (red), and adding the location ""Office"".",TRUE,FALSE,Tasks_ModifyAndReportSubtasks,,Subtask Management,step_progression,Assumes a task named 'Doctor's Appointment' with at least one subtask exists.
260113022125.472237_0522880F05D3F911-005,"In the Tasks app, create a new task named 'Quarterly Review' that is due on the last day of next month. Set this task to repeat every 3 months from the completion date and assign it a high priority (yellow circle).",22,org.tasks,Tasks,260113022125.472237_0522880F05D3F911,"Modify the ""Monthly Report"" task by changing its recurrence to repeat every 2 months on the last Friday, setting its priority to the highest level (red), and adding the location ""Office"".",TRUE,FALSE,Tasks_CreateComplexRecurrenceTask,,"Task Creation, Due Date Setting, Complex Recurrence",scenario_application,None
260113022125.472237_0522880F05D3F911-006,"In the Tasks app, what is the title of the task that has the location set to 'Office'? Answer with the title only.",20,org.tasks,Tasks,260113022125.472237_0522880F05D3F911,"Modify the ""Monthly Report"" task by changing its recurrence to repeat every 2 months on the last Friday, setting its priority to the highest level (red), and adding the location ""Office"".",TRUE,FALSE,Tasks_FindTaskByLocation,,"Information Retrieval, Location",agent_answer_space_testing,Assumes at least one task has its location set to 'Office'.
260113022125.472237_0522880F05D3F911-007,"In the Tasks app, find all tasks with 'credit card' in their title and remove their due dates.",24,org.tasks,Tasks,260113022125.472237_0522880F05D3F911,"Modify the ""Monthly Report"" task by changing its recurrence to repeat every 2 months on the last Friday, setting its priority to the highest level (red), and adding the location ""Office"".",TRUE,FALSE,Tasks_ClearDueDateForMultipleTasks,,"Batch Modification, Search, Due Date Removal",multi_step_workflow,Assumes there are at least two tasks with 'credit card' in the title.
260113022958.056840_5A3E2AE22B765267-001,"In the Tasks app, find the task 'Doctor's Appointment', add the location 'City Hospital', and set a reminder for 2 hours before the due time.",15,org.tasks,Tasks,260113022958.056840_5A3E2AE22B765267,"Save the current task, navigate back to the main task list, create a new task titled ""Project Alpha Kickoff"" in the ""Default list"", and add a subtask ""Prepare presentation slides"".",TRUE,TRUE,task_1,,"Task modification, location setting, reminder setting",scenario_application,The task 'Doctor's Appointment' must exist.
260113022958.056840_5A3E2AE22B765267-002,"In the Tasks app, find all tasks in the 'Personal' list due on a Friday. For each of these tasks, add a new subtask named 'Final check' and change their priority to high (yellow circle).",20,org.tasks,Tasks,260113022958.056840_5A3E2AE22B765267,"Save the current task, navigate back to the main task list, create a new task titled ""Project Alpha Kickoff"" in the ""Default list"", and add a subtask ""Prepare presentation slides"".",TRUE,TRUE,task_2,,"Batch conditional modification, subtask creation, priority setting",step_progression,There must be at least two tasks due on a Friday in the 'Personal' list.
260113022958.056840_5A3E2AE22B765267-003,"In the Tasks app, create a new filter named 'High Priority Leisure' that shows only tasks with a high priority (yellow or red circle) and the 'Leisure' tag. After applying the filter, how many tasks are visible? Express your answer as a single integer.",18,org.tasks,Tasks,260113022958.056840_5A3E2AE22B765267,"Save the current task, navigate back to the main task list, create a new task titled ""Project Alpha Kickoff"" in the ""Default list"", and add a subtask ""Prepare presentation slides"".",TRUE,TRUE,task_3,,"Custom filter creation, conditional filtering, information retrieval",scenario_application,At least one task with the 'Leisure' tag and a high priority must exist to verify the filter.
260113022958.056840_5A3E2AE22B765267-004,"In the Tasks app, find the task 'Read 'The Martian'', set its start date to today and its due date to one week from today.",14,org.tasks,Tasks,260113022958.056840_5A3E2AE22B765267,"Save the current task, navigate back to the main task list, create a new task titled ""Project Alpha Kickoff"" in the ""Default list"", and add a subtask ""Prepare presentation slides"".",TRUE,TRUE,task_4,,"Task modification, setting start and due dates",parameter_change,The task 'Read 'The Martian'' must exist.
260113022958.056840_5A3E2AE22B765267-005,"In the Tasks app, find all tasks that have a subtask and change their list from 'Default list' to 'Personal'.",16,org.tasks,Tasks,260113022958.056840_5A3E2AE22B765267,"Save the current task, navigate back to the main task list, create a new task titled ""Project Alpha Kickoff"" in the ""Default list"", and add a subtask ""Prepare presentation slides"".",TRUE,TRUE,task_5,,"Batch conditional modification, list management",step_progression,There must be at least two tasks with subtasks in the 'Default list'.
260113022958.056840_5A3E2AE22B765267-006,"In the Tasks app, search for tasks containing 'insurance', and for each result, add a description that says 'Review policy details' and set the priority to medium (blue circle).",15,org.tasks,Tasks,260113022958.056840_5A3E2AE22B765267,"Save the current task, navigate back to the main task list, create a new task titled ""Project Alpha Kickoff"" in the ""Default list"", and add a subtask ""Prepare presentation slides"".",TRUE,TRUE,task_6,,"Search, batch modification, adding description",scenario_application,A task with 'insurance' in the title must exist.
260113022958.056840_5A3E2AE22B765267-007,What is the title of the task in the Tasks app that is in the 'Default list' and has a subtask? Answer with the title only.,9,org.tasks,Tasks,260113022958.056840_5A3E2AE22B765267,"Save the current task, navigate back to the main task list, create a new task titled ""Project Alpha Kickoff"" in the ""Default list"", and add a subtask ""Prepare presentation slides"".",TRUE,TRUE,task_7,,"Information retrieval, multi-criteria filtering",agent_answer_space,A task matching the criteria must be visible on the screen.
260116163007.293189_7C2D617147BF8EA6-001,"In the Tasks app, create a new list named 'Archive'. Move all tasks that are already past their due date into the 'Archive' list. Finally, delete the entire 'Archive' list.",22,org.tasks,Tasks,260116163007.293189_7C2D617147BF8EA6,"Tap the red plus button, enter ""Schedule dentist appointment"" as the title, and set the due date for next Monday.",TRUE,FALSE,task_1,,"List management, conditional batch move, deletion",scenario_application,The main task list should contain at least one task with a due date in the past.
260116163007.293189_7C2D617147BF8EA6-002,"In the Tasks app, what is the total number of words across all descriptions for tasks due on Wednesday or later this week? Express your answer as a single integer.",18,org.tasks,Tasks,260116163007.293189_7C2D617147BF8EA6,"Tap the red plus button, enter ""Schedule dentist appointment"" as the title, and set the due date for next Monday.",TRUE,FALSE,task_2,,"Information retrieval, conditional filtering, calculation",agent_answer_space,There must be multiple tasks with descriptions and due dates on or after Wednesday.
260116163007.293189_7C2D617147BF8EA6-003,"Using the search function in the Tasks app, find all tasks with 'to' in their title. For each resulting task that does not already have any subtasks, add a new subtask named 'Follow up'.",16,org.tasks,Tasks,260116163007.293189_7C2D617147BF8EA6,"Tap the red plus button, enter ""Schedule dentist appointment"" as the title, and set the due date for next Monday.",TRUE,FALSE,task_3,,"Search, conditional action, batch modification",step_progression,"There should be tasks with 'to' in their title, some with and some without existing subtasks, to test the conditional logic."
260116163007.293189_7C2D617147BF8EA6-004,"In the Tasks app, create a new task 'Project Kickoff' due next Tuesday. Then, add three subtasks to it: 'Define scope', 'Assign roles', and 'Set milestones'. Immediately after adding them, mark the 'Assign roles' subtask as complete.",20,org.tasks,Tasks,260116163007.293189_7C2D617147BF8EA6,"Tap the red plus button, enter ""Schedule dentist appointment"" as the title, and set the due date for next Monday.",TRUE,FALSE,task_4,,"Complex creation, subtask management",scenario_application,None.
260116163007.293189_7C2D617147BF8EA6-005,"In the Tasks app, sort the tasks by due date with the most recent due date first. Then, for the top three tasks in the list, change their priority to medium (blue circle).",15,org.tasks,Tasks,260116163007.293189_7C2D617147BF8EA6,"Tap the red plus button, enter ""Schedule dentist appointment"" as the title, and set the due date for next Monday.",TRUE,FALSE,task_5,,"Sorting, batch modification",step_progression,The task list must contain at least three tasks with different due dates.
260116163007.293189_7C2D617147BF8EA6-006,"In the Tasks app, find the task 'Back Up Computer Files', change its title to 'Monthly Computer Backup', and add a repeating schedule for it to occur on the 15th of every month.",18,org.tasks,Tasks,260116163007.293189_7C2D617147BF8EA6,"Tap the red plus button, enter ""Schedule dentist appointment"" as the title, and set the due date for next Monday.",TRUE,FALSE,task_6,,"Task editing, title modification, setting complex repetition",scenario_application,A task titled 'Back Up Computer Files' must exist.
260116163007.293189_7C2D617147BF8EA6-007,"In the Tasks app, find all tasks due on a Friday and move them to a new list called 'Weekend Prep'.",17,org.tasks,Tasks,260116163007.293189_7C2D617147BF8EA6,"Tap the red plus button, enter ""Schedule dentist appointment"" as the title, and set the due date for next Monday.",TRUE,FALSE,task_7,,"List creation, conditional batch move",scenario_application,There must be at least one task due on a Friday.
260116163007.293189_7C2D617147BF8EA6-008,"In the Tasks app, find the task with the earliest due date and postpone it by exactly 10 days.",14,org.tasks,Tasks,260116163007.293189_7C2D617147BF8EA6,"Tap the red plus button, enter ""Schedule dentist appointment"" as the title, and set the due date for next Monday.",TRUE,FALSE,task_8,,"Information retrieval, date modification",step_progression,The task list should have multiple tasks with different due dates.
260116163449.245849_6B0EC3DDC221F260-001,"In the Tasks app, find all tasks with a due date of Wednesday or Thursday. For each of these tasks, add a subtask named 'Check progress', change their priority to high (yellow circle), and then move them to a new list called 'Mid-Week Goals'.",25,org.tasks,Tasks,260116163449.245849_6B0EC3DDC221F260,"Set the due date for the ""dentist appointment"" to next Friday at 2:00 PM, change its priority to the highest level (red circle), and save the task.",TRUE,TRUE,task_1,,"Batch task modification, subtask creation, list creation, moving tasks",scenario_application,The app should contain tasks 'Read 'The Martian'' due on Wednesday and 'Learn to Play Guitar' due on Thursday.
260116163449.245849_6B0EC3DDC221F260-002,"In the Tasks app, create a new task 'Weekly Chores' due this Saturday at 10:00 AM. Set it to repeat weekly, give it a medium priority (blue circle), and add two subtasks: 'Clean bathroom' and 'Vacuum floors'.",20,org.tasks,Tasks,260116163449.245849_6B0EC3DDC221F260,"Set the due date for the ""dentist appointment"" to next Friday at 2:00 PM, change its priority to the highest level (red circle), and save the task.",TRUE,TRUE,task_2,,"Task creation, setting due date and time, setting recurring schedule, setting priority, adding multiple subtasks",step_progression,None
260116163449.245849_6B0EC3DDC221F260-003,"In the Tasks app, how many tasks have a description containing more than 9 words? Express your answer as a single integer.",22,org.tasks,Tasks,260116163449.245849_6B0EC3DDC221F260,"Set the due date for the ""dentist appointment"" to next Friday at 2:00 PM, change its priority to the highest level (red circle), and save the task.",TRUE,TRUE,task_3,,"Information retrieval, text comprehension, navigation",agent_answer_space_testing,"The agent must navigate into each task to read the full description, as the list view truncates text."
260116163449.245849_6B0EC3DDC221F260-004,"Using the search function in the Tasks app, find all tasks containing the word 'to' and change their due date to be exactly one week from today.",15,org.tasks,Tasks,260116163449.245849_6B0EC3DDC221F260,"Set the due date for the ""dentist appointment"" to next Friday at 2:00 PM, change its priority to the highest level (red circle), and save the task.",TRUE,TRUE,task_4,,"Search, batch task modification, date manipulation",scenario_application,The app should contain tasks 'Learn to Play Guitar' and 'Take Dog to the Vet'.
260116163449.245849_6B0EC3DDC221F260-005,"In the Tasks app, find all tasks due from Tuesday to Friday, change their priority to the lowest level (white circle), and then delete them.",18,org.tasks,Tasks,260116163449.245849_6B0EC3DDC221F260,"Set the due date for the ""dentist appointment"" to next Friday at 2:00 PM, change its priority to the highest level (red circle), and save the task.",TRUE,TRUE,task_5,,"Conditional selection, batch priority change, batch deletion",scenario_application,"The app should contain multiple tasks due on Tuesday, Wednesday, Thursday, and Friday."
260116163449.245849_6B0EC3DDC221F260-006,"In the Tasks app, sort the tasks by title alphabetically (A-Z). Then, for the first two tasks in the sorted list, 'Back Up Computer Files' and 'Clean Out Fridge', add a subtask to each named 'Completed'.",16,org.tasks,Tasks,260116163449.245849_6B0EC3DDC221F260,"Set the due date for the ""dentist appointment"" to next Friday at 2:00 PM, change its priority to the highest level (red circle), and save the task.",TRUE,TRUE,task_6,,"Sorting, batch subtask creation",step_progression,The app should contain the tasks 'Back Up Computer Files' and 'Clean Out Fridge'.
260116163915.764092_35C10762BF8B1F8F-001,"In the Tasks app, what are the titles of all tasks that are due on a weekday (Monday-Friday) and have a description containing more than 5 words? Answer with the titles only, formatted as a comma separated list.",18,org.tasks,Tasks,260116163915.764092_35C10762BF8B1F8F,"Tap the red plus button, enter ""Water the plants"" as the task title, set the due date to tomorrow, and save the task. Then, find the new task in the list and tap the checkbox to mark it as complete.",TRUE,TRUE,task_1,,"Information Retrieval, Conditional Filtering",scenario_application,The main task list must be visible.
260116163915.764092_35C10762BF8B1F8F-002,"In the Tasks app, create a new task 'Review weekly goals'. Set it to be due this coming Friday at 4:00 PM. Make this task repeat every 2 weeks on Friday, and give it the highest priority (red circle).",18,org.tasks,Tasks,260116163915.764092_35C10762BF8B1F8F,"Tap the red plus button, enter ""Water the plants"" as the task title, set the due date to tomorrow, and save the task. Then, find the new task in the list and tap the checkbox to mark it as complete.",TRUE,TRUE,task_2,,"Task Creation, Repeating Schedules, Time/Date Setting",step_progression,The main task list must be visible.
260116163915.764092_35C10762BF8B1F8F-003,"In the Tasks app, sort the tasks by description length, from shortest to longest. What is the title of the third task in the list after sorting?",12,org.tasks,Tasks,260116163915.764092_35C10762BF8B1F8F,"Tap the red plus button, enter ""Water the plants"" as the task title, set the due date to tomorrow, and save the task. Then, find the new task in the list and tap the checkbox to mark it as complete.",TRUE,TRUE,task_3,,"Sorting, Information Retrieval",scenario_application,The main task list must be visible.
260116163915.764092_35C10762BF8B1F8F-004,"In the Tasks app, find the task 'Renew Driver's License'. Change its due date to be the last day of the current month, add a description saying 'Visit DMV website', set its priority to high (yellow circle), and move it to a new list called 'Admin'.",25,org.tasks,Tasks,260116163915.764092_35C10762BF8B1F8F,"Tap the red plus button, enter ""Water the plants"" as the task title, set the due date to tomorrow, and save the task. Then, find the new task in the list and tap the checkbox to mark it as complete.",TRUE,TRUE,task_4,,"Task Editing, List Management, Priority Setting",step_progression,The task 'Renew Driver's License' must exist in the list.
260116163915.764092_35C10762BF8B1F8F-005,"In the Tasks app, customize the task creation screen by hiding the 'Add location' field and then reordering the fields so that 'Priority' is listed immediately after 'Task name'.",15,org.tasks,Tasks,260116163915.764092_35C10762BF8B1F8F,"Tap the red plus button, enter ""Water the plants"" as the task title, set the due date to tomorrow, and save the task. Then, find the new task in the list and tap the checkbox to mark it as complete.",TRUE,TRUE,task_5,,"Settings, UI Customization",scenario_application,The main task list must be visible.
260116163915.764092_35C10762BF8B1F8F-006,"In the Tasks app, find all tasks due on a Tuesday or Thursday. For each of these tasks, add the tag 'midweek' and then mark them as complete.",22,org.tasks,Tasks,260116163915.764092_35C10762BF8B1F8F,"Tap the red plus button, enter ""Water the plants"" as the task title, set the due date to tomorrow, and save the task. Then, find the new task in the list and tap the checkbox to mark it as complete.",TRUE,TRUE,task_6,,"Batch Editing, Tagging, Task Completion",step_progression,The main task list must contain tasks due on Tuesday and Thursday.
260116163915.764092_35C10762BF8B1F8F-007,"How many tasks in the Tasks app have a due date in the past (e.g., yesterday)? Express your answer as a single integer.",9,org.tasks,Tasks,260116163915.764092_35C10762BF8B1F8F,"Tap the red plus button, enter ""Water the plants"" as the task title, set the due date to tomorrow, and save the task. Then, find the new task in the list and tap the checkbox to mark it as complete.",TRUE,TRUE,task_7,,"Information Retrieval, Counting",simplification,The main task list must be visible.
260116164526.207581_A8710ADE37C1D9F0-001,"In the Tasks app, find all tasks with a description containing the word 'and'. For each of these tasks, change their due date to next Monday and set their priority to the lowest level (white circle).",29,org.tasks,Tasks,260116164526.207581_A8710ADE37C1D9F0,"Tap the search icon, type ""Fridge"", and verify that the ""Clean Out Fridge"" task is the only result. Then, clear the search, tap the three-dot menu, select ""Sort"", and sort the list alphabetically by title.",TRUE,TRUE,task_1,,"search, conditional_logic, batch_modification, date_setting, priority_setting",scenario_application,"The app must contain tasks with 'and' in their descriptions, such as 'Clean Out Fridge', 'Learn to Play Guitar', and 'Create Budget for Next Month'."
260116164526.207581_A8710ADE37C1D9F0-002,"In the Tasks app, sort the tasks by due date in ascending order. Then, for the top three tasks in the sorted list, add a subtask to each named 'Follow-up'.",22,org.tasks,Tasks,260116164526.207581_A8710ADE37C1D9F0,"Tap the search icon, type ""Fridge"", and verify that the ""Clean Out Fridge"" task is the only result. Then, clear the search, tap the three-dot menu, select ""Sort"", and sort the list alphabetically by title.",TRUE,TRUE,task_2,,"sorting, batch_modification, subtask_creation",step_progression,The task list should have at least three tasks with different due dates.
260116164526.207581_A8710ADE37C1D9F0-003,What is the combined word count of the descriptions for all tasks due from Wednesday to Friday in the Tasks app? Express your answer as a single integer.,15,org.tasks,Tasks,260116164526.207581_A8710ADE37C1D9F0,"Tap the search icon, type ""Fridge"", and verify that the ""Clean Out Fridge"" task is the only result. Then, clear the search, tap the three-dot menu, select ""Sort"", and sort the list alphabetically by title.",TRUE,TRUE,task_3,,"information_retrieval, reading_comprehension, conditional_logic",agent_answer_space,"The app must contain tasks due on Wednesday, Thursday, and Friday with visible descriptions."
260116164526.207581_A8710ADE37C1D9F0-004,"In the Tasks app, find all tasks that are due on a weekday (Mon-Fri). For each of these tasks, if its description contains fewer than 10 words, append the text '- Needs more detail.' to the description.",25,org.tasks,Tasks,260116164526.207581_A8710ADE37C1D9F0,"Tap the search icon, type ""Fridge"", and verify that the ""Clean Out Fridge"" task is the only result. Then, clear the search, tap the three-dot menu, select ""Sort"", and sort the list alphabetically by title.",TRUE,TRUE,task_4,,"conditional_logic, batch_modification, text_editing",scenario_application,"The app must contain several tasks due on weekdays, with varying description lengths, some having fewer than 10 words (e.g., 'Take Dog to the Vet')."
260116164526.207581_A8710ADE37C1D9F0-005,"In the Tasks app, create a new list named 'Finance'. Then, find all tasks due in October or later, and move them to the 'Finance' list. Finally, sort the 'Finance' list by title alphabetically.",18,org.tasks,Tasks,260116164526.207581_A8710ADE37C1D9F0,"Tap the search icon, type ""Fridge"", and verify that the ""Clean Out Fridge"" task is the only result. Then, clear the search, tap the three-dot menu, select ""Sort"", and sort the list alphabetically by title.",TRUE,TRUE,task_5,,"list_creation, conditional_selection, batch_move, sorting",multi_step_workflow,"The app must contain at least one task due in October or later, such as 'Renew Driver's License'."
